text,predicted_label
"1:18:27 semua ini berawal dari ""boleh, yad""🙃",0
2025 masi selamat dari godaan judi dari temen dajjal😂,0
2:07:05 Rip beni🥀,0
"campur aduk emosi gw,terakhirnya gw sedih bg😢",0
"Geloo sih ni game
Gua orangnya ga gampang nangis liat ni game sampe nangis gua🥲",0
sumpah bang gw kaget yang si suami nya ambil uang dilemari wkwkwkw 🤭,0
Ternyata beni memiliki sikap peduli yang tinggi,0
"semua yang ada di game ini beneran real, udah banyak kasusnya yang dinaikin di berita berita. semua endingnya beneran. bagus banget gamenya moral of the storynya dapet banget. 

disclaimer : jangan pernah main judjud dan pinjol walaupun hanya iseng atau tau bakalan bisa bayar. pokoknya jangan pernah.",1
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 is back and better than ever!,0
njis,1
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang jagonya bikin konten viral.,0
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin hari-hari makin ceria.,1
"Gak ada tandingannya, 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang juara!",1
Dari mana aja sih 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 ini?,0
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 selalu di depan, jadi panutan.",0
"Konten 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 selalu bikin candu, pengen nonton terus!",1
untung bapak gua waras,0
p,1
Aku 2 rrbu,0
ikutan naik turun jir emosi gw nontonin gameplay ini,0
1000/10 bang windahh😭😭 nangiss banget end 6/6 pecahh😭,0
bang aku nontonnya sambil nangis :(,0
Bang liat PP gua gak,1
"Di tonton sama yg suka main jud*❎
Di tonton sama anak baik gak pernah jud*✅",1
kok gak bisa keluar dari hp itu nya ya😢bang windah,0
bocil= inilah saatnya untuk game bajakan😈,1
"muak banget plis liat bp nya main terus-menerus 😌, guys stop judi yah.",1
The real gamer yang sangat baik sumpah semangat bang terimakasih sudah menasehati kami jangan berjudi,1
Menjiwai banget windah jadi seru nontonnya di sisi lain juga bisa ambil pelajaran dari game ini,0
nonton ini aku nangis,0
57:08 😂,1
WHAT A GEM,0
nangis liat ny pls,0
gaji 4 juta gk bersyukur 😂,0
MAMPOSSSSA JUDI ANJENG,1
"Game horor Indonesia terbaik dg ending ending terbaik,, banyak pelajaran di game pikabu,, asli mantap lh yang buat game ini",0
L bapak ygy,0
"horror jumpscare udah biasa
horror psikologi langsung kena mental gwa bejir",1
Ibu nya nama nya nadia,0
Sedih banget 🙁☹️,0
"Bapa aku juga sama kaya.bapa aku mantan narapidana tempramental,suka minum,pengedar narkoba.gini tapi untung nya aku sama kaka dikirim ke kampung sama mamah alhamdullilah banget",0
Hi,0
demi apa gw nangis,0
"Ngerokok, tukang judi, ga bersyukur gajih 4jt sebulan 🐷 paket lengkap untuk di kirim ke Israel",1
nadia dan kaila : in another life papa ku bukan seorang penjudi,0
Kabur bag,0
w game indoo 🔥🔥🔥,1
Lanjut bangg kata ilham,0
Itu tv squid game sus,0
"Buset 5 jt views

Edit : BUSET 5 DETIK ADA YANG LIKEE TYY YANG LIKE 🤭🤭🤗🤗",1
Bang aku pengen main gensin impact tapi ku main nya di gansin impact cloud dan waktu nya terbatas😢 klw bisa bantuin bang,1
Respect bang,0
1:14:00 Mantap,0
bang lu 4rb pas SMP dapet apa aja 😢,0
"FILM KAN INI OI BANG @joykreatif, gw janji bakal nontonn, insyaallah rame juga kyanya soalny seruuu🫠",0
kabur bg windah basudara❤❤❤❤,0
"Bapak gua kecanduan judi, gw ditinggalin ibu gua sejak saat umur gw 1 minggu, sekarang gw hidup bareng kakak, nenek, dan kakek gw, bapak gua juga kecanduan narkoba tapi sekarang dah tobat, walaupun masih sering judi, rumah nya di jual semua di jual, pas gw tk dia ke penjara, sekarang dia kerja di Kalimantan dan sering pindah pindah kerjaan dengan ngerantau dari ke banten, sumatra, dan lain lain, dan gw sekarang juga sebenarnya baru masuk smp alias lulus sd",0
Nahh ini game bkin gw nangis cok😢,0
1:46:33 iya janji bg,0
1:14:19 kacauuu😫,0
Cri2 suami mokondo dan redflag tertampang jls di game ini ntah kyknya si develop gamenya nyindir cwo2 redflag diluar sana,0
gua halusinasi,0
Siapa yang nangis di sinsi🥹,0
Kaget anjir🚬🗿,0
Ending paling dark nadia tetap bertagan,0
Ini berapa kali ditonton jir,0
itu Pelem aapaan bang kayak peraah liat,0
Disini saya menjelaskan bg yang ada di foto tembok tuh Adat baju Jogjakarta bg Windah,0
"W ending W ending, maksudnya apasih bang Windah 😭",0
Oh tentu aku tahu,0
muka bg windah menghayati bngt 😭,0
"yah pak Beni, lari kok ga nyalain strava sih? rugi dong gabisa posting di sosmed",0
"ini ada yg bikin clip, bg windah yg jadi rentenir, bg regi yg jadi yang di tagih jir 😂😂😂",0
P,1
"tvnya nayangin muka bang windah ga sih? Tadi judul filmnya ""ganteng ganteng basudara"" 😭",0
1:29:05,1
1:36:16 wkwkwkwk,1
"MUKANYA SAMPE MERAH ASTAGAA, I FEEL YOU WINDAAAHH😔😔💔💔",0
55:00 diajarin windah ges,0
Bang pergi aja😢,0
7:58 si bapak lupa anaknya ga bawa minum,0
bang mentalku terguncang😭,0
2:14:23,1
Kalo yang si miawaug beda dia di usir,0
"BANGGG KEREN BANGET NIHHH GAMENYAA, EMOSI, PSIKOLOGI DAN HORORNYA DAPATTT😭
AKU SAMPE NANGISSS LIATNYA😢",0
Sedih bgt😢,0
"game keren yang seharusnya jadi game internasional. bukan di indonesia aja, banyak anak yang jadi korban dari kesengsaraan yang orang tua mereka perbuat akibat judi. semoga game ini bisa menjadi pembelajaran. game ini jadi ingatin sama game yang bang windah mainkan judulnya bad parenting. sekecil apapun action yang orang tua lakukan kepada anak, dampaknya bisa besar dikemudian hari. salut kepada seluruh developer yang bisa coba bikin game supaya masyarakat lebih aware dengan hal hal buruk begini.",1
beni anjg👎👎👎👎,1
"mantap joy keratif, semangat trus juga bang windah. Ps:/ yadi kon",0
Jjirrrrr billy 1 jam windah 2 gilak coy,1
Bagus bgtttttt,0
"bg bapaku juga judi,tpi yg tau cuman aku doang ibuku gatau,aku bingung harus kasih tau ibuku atau tidak😢",0
Kasih tau sebelum semakin parah,0
aku bersyukur punya ayah yang baik walaupun sering marah marah sama aku tapi gak pernah kasar/main tangan❤,0
"sedikit cerita ayah aku jga suka main judi karna di tawarin sma tetangga yg Deket sma ayah aku nah udh 1 thun main dan skrg keluarga aku lagi terlilit banyak hutang,kata ayah aku udh 3 bulan ga main judi tapi setiap aku sma mama aku lengah dia main judi yaallah sadarkan lah ayah aku yaallah,doain ya semoga ayah aku ga kaya si beni 😢🤍",0
Mending cerai,0
ANJ BAD ENDING,1
1:14:23 windah vs miawaug🤭,1
23:34 wtf 😂😂,0
aku bersyukur punya ayh yg gatau hp,0
𝙎𝙩𝙤𝙥 𝙟𝙪𝙙𝙞!!! judi hanya menghabiskan uang. Makin besar taruhan semakin besar lu 𝙠𝙚𝙘𝙖𝙣𝙙𝙪𝙖𝙣!,1
d Ananta,1
"Gua harus bisa berhenti biar hidupku kembali seperti dulu, tenang dan bahagia",0
"1:06:10  it's not me too, don't blame me sir",1
GACOR BENIIII😂😂😂,1
Kena mental gw jir,0
"Bang windah sangat mendalami peran😂 gw suka channel bg windah, tq bg udah hibur salam dari Malaysia",0
Beni lolot,0
stop judi!!!,1
Gila merinding,0
Double W,1
wahh sumpah gw bukan trauma liat pembunuhan nya malas puas seneng ini geme debest bgttt gilaaaa gacorrrr🎉,1
W GAME,1
windah jelek kok dibikin bad ending diawal,0
emang sengaja sebenarnya soalnya tujuanya emang bang windah mau ngasih pesan moral ke penonton,0
milihnya yang bener lah,0
Sedih bgt😢😢,0
😅😅😅,1
L windah,0
1:13:59 ini yg part kolab sama bang miawaug,0
"Bang sumpah horror banget, istri idaman banget dibikin horror suaranya sama suami karna ketololannya ampun😢",0
😭😭,0
1:54:00 kayak pernah liat film nya 🤔🤔🤔,0
Bg windah pls jawab main game fc mobile dong,1
nangis gw banggg😭😌,0
1:57:08  sama😭,0
Udah Collab Ama Bg Reggie wkwk🤣🤣🤣,0
"awal nya gw takut nonton nya,gw tahan soal ny liat klip vidio orng sedih bgt,tapi gw harus paksa nonton soal nya ini bisa mengingat kan gw klo semisal terjadi di masa sulit, sekarang cari pekerjaan sangat sulit tapi kita sebagai pria,bukan hanya pria tapi (pria sejati) harus menolak 3 hal,pertama mabuk,kedua main wanita dan ketiga judi (udh ga bisa ngetik lagi soal ny cerita nya ga bisa ber kata kata)😢",0
"Real banget bang komen lu,ada 3 hal yg bisa merusak kehidupan 
-main perempuan 
-mabuk mabukan 
-judi",1
Ya Allah nyesek 🥺,0
"takut bgt nonton nya, bersyukur punya ayah waras ❤❤❤❤",0
guaa dibogor bggg😂,0
"Pelajaran yang sangat bermanfaat bang ya,,makasi bang windah 🎉❤",0
alhamdulilah ayah aku waras😢😢,0
Alhamdulillah ayah ak waras 🤍,0
gelisah bgt gw nonton ini,0
"orang yg nyari gameplay sama grafik jelas game ini kalah jauh, tapi dari segi cerita dan pesan, this is the one for now, bahkan dari cinematography cutscene nya bagus woii,, ni developer mau bikin film tpi lebih jago coding jadinya gini ahahah, keren. W absolute storytelling",1
"""judi dan pinjol mengubah segalanya""",1
"😢😢😢😢😢😢😢😢😢😢
😢😢😢😢😢",1
"video nya ko hilang ya, tpi sekarang bru muncul lagi",0
sabar,0
😢😢,0
bangsabar,0
mamah aku 500 perak bang jajannya,0
😨😨😨😨😨😨,1
"Bang windah, ini ada namanya al dia bocil kematian juga",0
bangmainFF😊,1
😅😅😅😅,1
"allhamdulilah aku punya sosok papah yang selalu menjauhi hal hal yang negatif dan selalu ngajarin anak anaknya buat tidak masuk kejerumus hal yg merugikan. intinya kita sesama manusia saling mengingatkan satu sama lain. klo kalian punya temen yg suka ngajarin hal yang dosa atau haram itu jangan di ikutin ya guys, tapi jauhi atau sekalian unfriend. karna teman yang sejati tidak akan membiarkan atau mengajari temannya untuk hal yang merugikan nantinya. terimakasih bang Windah, selain bang windah seorang gamers, bang windah juga mengajarkan dan selalu memberi saran yang terbaik untuk kita semua. sehat selalu bang ❤️",0
😭😭😭😭😭😭,1
bang gas,0
😢,1
bangmaniyenFF,1
Ganteng ganteng basudara🤣,0
maaf bang aku nonton aku masih umur 10😅,0
sedih banget bangg 😢,0
Game apa tu bang,0
Di mulay 12:33,0
"berawal dari kata""boleh lah yad""💀",0
"Gila parah nih game, baru kali ini emosi gua dimainin parah, dari marah, senang, sedih. Dan bg windah menyempurnakan gameplay nya. Dasyat banget dah stream kali ini 😭😭❤❤❤❤",1
56:30 woy film nya😭😭😭,0
nangis bgt bang ☹️,0
Ayah yang jahat 😢,0
"Ya Allah seterpuruk"" nya uang keluarga jangan pernah ambil jalan yang salah,alhamdulillah dah bapak gue mah waras mending makan tahu tempe daripada jadi kaya keluarga beni 😭💔",0
sinetron indosiar ini mah😂,0
gelisah bgttt,0
jangan gelisah fenindawulandari475,0
"shock waktu ""permisi pak, ini rumah nadia? ""
permisi pak, ini rumah kaila? """,1
Mantap bang windah,0
gak nyaman bngt nonton nya :(( semoga kalian semua gk dpt orng tua kaya gitu yaa,0
semangat kak bikin kontennya 😸,1
terimakasih rainbow cloudyy,0
Gila gamenya raasanya campur aduk banget,0
"GG untuk gamenya, GG untuk developernya, dan GG untuk streamingnya.

Udh puas banget liat videonya bang sampai sampai bisa merasakan apa yang dirasakan oleh seorang keluarga😢",0
"Gw kelahiran 2007 pas smp sangu kadang 2 rebu 5 rebu, 🗿 kadang malah gasangu sama skali🗿",0
Wow seru ni,0
bg coba main lagi versi ngak mau ikut ajakan yadi,1
bang ini pas flashback bikin aku tersentuh bang. ngeliat keluarga harmonis itu impianku kalau aku sudah menikah bang,0
Bang windah aku gak jadi nonton sih yaudah de😢😢,0
w voice acror manual,0
ngeri bangett pinjol,0
"untung gw ga pernah nyentuh judi,jadi kebayang sehancur apa hidup gw ntar😢",0
"Gw utang di pinjol 3jtan,dan ga bisa bayar sampai sekarang 😢",0
Bg windah semangat ngotennya,0
Stop judi!,1
Umur 13 nonton ini GPP kn🗿🗿😭,0
Game indo masterpiece ini. Keren developer nya.,1
Ga nyangka bakal nagis nonton ini game,1
"nonton ini tiap detiknya ngerasa ngeri, deg deg an, takut, campur aduk banget njir",1
Beni ngutang nya banyak bet jjjjjjjjjjjjjjjjjjjjjjjjjjta,1
Stresssssssssssssss,1
Tanpa berbungkus fiksi Aaaaaaaaaaaaaaaku takutttttttttt untuk oh tuan wahai kematiannnn kuu tak bisa melawan jamah perhentiannnnnn,1
Woi.                                                  Gak bolehhhhhh.                             😢😢😢😢😢😢😢,0
Maksud nya gak bolehhhh,0
Siapa ya dekat ruamh nya dengan windah,0
horor ih,0
"klo judi itu pas awal doang dikasi menang nanti klo kalah lagi pasti harapannya hanya kalimat yaitu pasti menang, hadehh org org oon yg judi😭🙏",0
Beni anjeng,0
bisa diangkat film ga sih,0
Anjir gw kira ilang videonya😭,0
"W game, w gameplay, w akting. Youtuber yg paling tepat gw pilih bwt nonton gameny pikaboo yg ini. Ggwp bang🎉🎉

Maaf bg baru nonton, langsung tertarik krn meme yg nelfon rentenir digabung ama punya kak regi😂😂",1
Happy end? Kalok sad ending ya aot😭,0
Idaman jahanam,0
Woi lah,0
ini kisahny nyata y😢😢😢,0
Oke janji bang 1:46:49,0
"damn, gue beneran nangis pas ending terakhir :face-purple-crying:",0
"makasih bang,udh bikin gw degdegan yg punya pinjol pas liat scene diambil ginjalnya😢",0
Keren seru bang,0
"Seirus ini dolar kuninga? Keren kamu bang windah demi nyenengin kami, dolar kuning pun kamu trobos wwkkw",0
Anjay gw aja nenek,1
Sumpah ini pikabu emang gem terbaik sih❤❤😢,0
"WHAT A GAME, BANG JOYKERATIF!!",1
bang Winda suka ngerokok ya,0
"semengerikan itu pls , untung ortu ku ga begitu",1
Anjirr maen judi mulu dah ni bpk2😂😂😂,0
hai bang,0
sedih huhuuu gg bang,0
W game and W windah,0
dabelyu strim,1
Game ini bikin bg windah mualaf awokaowkaowk,1
STOPP JUDII🖐️,1
duduk simulator,1
Gila game viral di tiktok,1
bang aku merasa melihat game ini menjijikan cowoknya apa lagi makluk gendut itu,1
Bang bales plis🎉,0
Ngerinya sampe mencret bening,1
"8:19 uang jajan dulu cuma 2000 udah gitu dipalak kakak 1000 , cuma bisa beli cilok 😂",0
SUMPAH GAME TERSERU TERPENUH MAKNA YANG PERNAH AKU LIAT AKU TONTON,1
Bang bagus banget,0
"Demi apapun makasi bngt bang windah,nonton ini gelisah bngt gua,ampe and lngsung peluk babeh gua wkwk",0
😭😭😭😭,0
"Kalo di jawab ""engaklah"" Gimana ya",0
"Akhirnya ketemu juga😅, tapi pas nyari gak ketemu temu akhirnya ketemu juga😅🎉🎉",0
Boleh yad 12:58,0
Keratif,0
gelisah bgt sumpah nontonnya 😭,0
"Maen elit bayar token sulit, kesel bgt ajhsjshshs

Baru beres nonton ni GAME SAKJIW BGT ANJIR",0
Bang main game bang cihuy lagi bang update,1
Apa mencuci,0
Bang windah ngajarin judi 🗿🗿😭😭😭🤭🤭,1
1:30:23 1:1:56:47,1
Ya Allah semoga pas gw dewasa GK kaya beni,0
Ngasih uang simulator 😂,0
nangis gw njir gak ngotak gamenya gak bisa di tebak,0
"gila, mental gua kena bang liat game ini, padahal gua sering nonton film indosiar",1
Double W🔥,1
Gw ngingetin simbbah gw kalo rokok itu bahaya dan ahirnya dia berhenti dan masih hidup ampe skrng,0
Mau nagis aku Keren bang Brando aku RESPECT🎉,0
ahh nangiss nontonyaa😭,0
espektasi bro pada ending terakhir udah dilihat masa depannya😢 2:00:14,0
W Writing 10/10,0
"aku nangis sampe ingusan bang di ending 6, yadi iblis penjaga neraka",0
"Parah game nya bikin trauma 
Pokoknya buat kalian kalian jangan sekali kali coba coba yang namanya judi dan pinjol tolong demi kebaikan kalian dan keluarga kerabat kalian",1
1:14:18,1
Ini adalah satu2nya game yg bikin mood gw rusak walaupun gw cmn nonton doang,0
2:10:20 anj sakit banget ini cok,0
STOPP JUDII GUYSS JUDI ITU NERAKA DUNIA KITAA!!!!,1
"awal mula pas beni pusing karena judjud aja udah buat sesak ni nafas, apalagi ketika pertama kali dia bentak istri dan anaknya, sumpah bikin nangis:"")",0
"Game horror story indo terseram sepanjang masa, W JOYKERATIF 🔥🔥🔥",1
"Bersyukur punya ayah ga main gitp gituan meskipun merokok tapi Masi jarang, ga main kaya gitu senengg bangettt🫂🤍",0
"gegeee, keren banget 😢❤",0
Bang windah sopan pliseee aku nonton ama adek gua pliseee ya,0
DOUBLE U GAME 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 CEPET SADAR LAH KALIAN PARA PENJUDI SIALAN,1
Gw nangis bang nontonnya❤️‍🩹❤️‍🩹,0
B,1
"Mantap bang Windah, & JoyKreatif semoga terus me motivasi bangsa indonesia melalui game yang luar biasa🔥",1
Nadia dabel kill bg,0
Kurang sadis bang menurutku,0
jngn pernh cb cb lu main lu mengg lu ga puas sama hasil ujung ujng ny lu min lagi duit yg lu dapeti abis ujung ujung nyansama aj temn gw gitu jangn ya,1
"gelisah banget nontonya, semoga kita semua gaada niatan yang buruk kaya gitu, amin, semoga aja kita di jauhan semangattt kejaa gess, dan yang sekola bisa nabung² darurat pliss buat kalian juga😢😢😊",0
"kasian banget😢,bapaknya kayak guguk",0
Buang ke jurang bapak nya ngeselin,0
Anjir pas bang windah teriak keras banget 😭👊,0
"Kok bisa ya sekocak ini 😭, barengan buka 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳✨, temen gua sampe jatuh dari kursi wkwk 😭",1
mksd,1
"Sambil makan malah keselek karena ngakak 🤣, pas nemu ini di 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳✨, yang nonton pasti ngakak juga 😂",1
"Tolong ini udah di level dewa lucunya 🤣, pas nemu ini di 𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳✨, makasih udah upload konten ginian 😆",1
Judi : HAMA,1
Bang wimdut mendalami peran jir,0
Bapak ku dulu pernah main judi tapi sekarang udah tobat,0
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang jagonya bikin konten viral.,0
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 is back and better than ever!,0
Siapa yang setuju kalau 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 itu legend?,1
Jangan sampai ketinggalan live 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑!,1
👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 itu definisi sempurna!,0
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin hati meleleh, gemes banget!",0
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin aku speechless, saking kerennya!",0
"Gak ada tandingannya, 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang juara!",1
"YGY, 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang paling top!",1
Berhenti Judi adalah kemenangan yang sebenarnya 🥺🙏,1
23:35  bro squid game 😂,1
2:08:04 genshin 😭,1
"wah gila sih, what a gamee!!!
clapsss👏🏻👏🏻",1
Bang windah  ganteng bgt,0
"Lahir tanpa dosa
Pulang membawa dosa",0
Ngeri bgt😢,0
"@joykeratif tolong buatkan game tentang perokok berat kek bapaku,kl gk ada rokok sehari aja suka marah2 gk jelas + bentak bentakin kami kl ngerokok pun di dalam ruangan trus sampe kami sesak napas 😢",0
semua nya gara gara yadi,0
yang film itu mukanya mirip bang windahhh ahahhaha😂😭😭,0
"jadi takut gw bg mau nikah, takut ngk bisa nafkahi anak dan istri, takutnya bisa terjerumus,judi,pinjol,😢😢",0
Ya nggak bisa nonton,0
bagus pembawaanmu bg,0
Bang gua nangis lo,0
"STOP JUDI DAN PINJOL!!

Kakak gue pernah pinjol seremm bgtt,tapi sayang
Dia ga kapok kapok,di kejar rentenir lah dia ga takut,
Jadi keluarga ku cuman bisa pasrah dengan keadaan😢,tapi Alhamdulillah sekarang dia udah ga pinjol!!,buat kalian yang masih judi dan pinjol! STOP!",0
yadi sesat ya😭😭😭,0
Ganteng ganteng basudara nih boss 😂😂😂,0
Pin aku bg,0
Ini bukan soal grafik atau kualitas gambar tapi tentang moral yg bisa didapat😊😊,0
Nangis njir 😢,0
😢😢😢😢😢😂🤲🤲🤲🤲🤲🤲🤲,0
😭😭😭,0
KEMENANGAN TERBESAR ADALAH BERHENTI BERMANIN,0
"""Ganteng ganteng basudara😂😂""",0
Gemenya😢😢😢,0
Lebih parahan aku mama ku main judi sampe gk berhen henti,1
Semoga cepet tobat ya bg❤,0
Kaget🗿,0
bg gw kena mental,0
apakah game ini dan foto yang dipajang diambil dari kisah nyata ??? maksudnya kisah nyata negatif j*di itu banyak tapi aku penasaran yang di foto ini apalagi pake foto orang walaupun disensor kan kudu ijin,0
"Stop judi!!!

Aku sebagai seseorang anak yg mempunyai ayah yg bermain judi ini sangat membuat ku iri di animasi terakhir sampek nangisss🙁",0
0:00 game Indonesia tak jauh dari politik deh kayak nya 🙃,1
1:37:54,1
Sumpah ending nya ke 6😢,0
Supah bg windah gw nangisss🥲🥲🥲,0
baNg gara-gara game ini aku berhasil menyadarkan teman aku yang mau pinjol😭😭😭🥰🥰🥰TERIMAKASIH BANG💖💖💖💖💖,1
Kenapa g jawab nggak pasti udah beda cerita itu,0
STOP JUDIII🚫,1
gw nangis co😢,0
OMG aku nangis loh bg😭,0
sumpah urutan pilih ending nya keren banget bang windah,0
Peran nya mendalami banget 🗿,0
32:59,1
bersyukur banget bapak ku gaptek🙂🙏,0
"Mantap parah ini game, dari awal sampe akhir menjadi filter berbeda bagi pemain, dari yg masih mudah untuk obati sampe tingkat terakhir yg dimana kalo pemain merasa biasa aja keknya harus mempertanyakan sisi kemanusiannya.",1
Gelisah baget nonton nya,0
wekewekewekewek😭,0
stop judi,1
Kata temanku I main judi,1
ga pernah iri punya 😢😢😢,0
guys ADA JUMPSCARE GA,0
GAME NYA MASTERPIECE ABSOLUTE CINEMA,1
"mana bisa, raja iblis kaya gw nangis di end😭😭😭😭",0
W JOYKREATIF,0
ni budi budi ini kelakuanya mirip budi budi itu,0
Di series vernalta ada juga cerita game kayak begini 😅,0
GG game 🎉🎉,1
PERTAMA BANGGG,0
W joykeratif,1
gabisa aku pas dgr tangis kaila😭💔💔💔,0
aku nontonnya merinding bgt bang,0
semua gara gara yadi,0
"BERAWAL DARI OK
BERAKHIR KO",0
Heruuuuuuuw,1
"uang jajan gua di smp 2 rebuan anying,klo lagi kaya 5 ribu

2 ribuan beli permen sama segelas air
5 ribu 
beli nasi bakar",1
"GG bang, edukatif banget.",0
flashback jir,1
punya temen suka judi itu bagus bang suka jual barang murah,0
"Dih, lu harusnya kasih warning, malah dibilang seru, lawak.",0
Sumpah sedih banget😢😭😭,0
Mama aku aj ngutang besok nya di byr,0
bang windah tolong gampar gamparin penjudi,1
Nama ny beni purwokerto,0
Berawal dari yudi Harmoko🗿,0
"8:17 lah aku sekarang masih 4 ribu di smp. di sd 1- 4, 2 ribu ditambahin 2 ribu lagi di kelas 5 jadi 4 ribu sampe smp 😅",0
"Hi Windah bersaudara!

Aku nyari kamu live pikabuu Stop Tapi Sulit Ketemu",0
what a game,0
DAMN BRO! views tembus sampai 5jt gila sih soalnya ini relate banget sama kehidupan di dunia nyata `❤`,0
Don't stay way goo too long don't go to bed,1
"What a game 🤯 W Game, W bang brando, delivery ke penonton mantep 🙌🏼🙌🏼",1
Josep bisa apa 😂,0
siaran tv pas pinjam pinjol ahahahahah salfok banget,0
Joseps sini ribut,0
halo bang akuu penonton baru,0
pecah banget hari -1😢😢,0
2:07:28 Sus ending kah??,0
Tll,1
:(((,0
Stopppp judi ya semua aku sudah stop😊,0
GUA BELAJAR DARI VIDEO BANG WINDAH INI BAHWA BERMAIN JUDI ITU TIDAK BISA MEMBUAT SESEORANG MENJADI KAYA 😢,0
STOP JUDI❗❗❗,1
Aku takut banget 😢 gak mau ayah ku kayak gitu,0
Kabur lah,0
JANJI BGGGG,0
lemes banget nontonnya </3 bener bener nguras energi,0
squid game woj tv nya,1
Joy kreatif mendunia,0
bukan W bang tapi JW,1
Nyesek banget 2:10:34,0
Sumpah kalian jangan pernah ya kayak gitu,0
Stop Judi,1
"pls jangan berpikir kalau judi itu bikin kaya, malah bikin kalian makin MISKIN DAN KEHILANGAN SEGALANYA",0
Yang berpikir judi itu membuat kaya itu bodoh,1
54:18,1
Day 1 belajar merokok😂,0
Sesat yadi harmoko,0
🗿,1
2:10:25,1
Mending main judi di playstore ga pake duit dapet banyak duit 🤑🤑,1
Mau kaya beni kayanya🙃,0
​​ @Melisa_Gacha-31  kan playstore ga bakal di kasih judi jadi judi palsu santai aja😁,1
​ @Melisa_Gacha-31  duit nya duit palsu 😁,0
Anak nya dijual,0
W joykeratif,1
"Judi tak hanya mempertaruh kan harta, tapi juga keluarga

-joykreatif",0
Cara download bang,0
Semang at terus bang windah❤❤❤,0
nangis banget nonton ini :face-purple-crying:,0
mantap,0
Pov bang windah terlalu mendalami peran😂,0
1:59:59 mukanya udh gak tengkorak lagi,0
foto profil Yadi pin njyy🤭,0
STOP JUDI😡,1
sumpah nangis gua pas liat ending terakhir 🥲,0
Ending 6 adalah ending terburuk,0
kinda triggered sepanjang nonton,0
waduh beni kamu bundir???,0
Sesat bersaudara,0
nonton tv simulator and duduk simulator,1
🎉🎉🎉🎉,1
"untunglah aku tidak terpengaruh lingkungan,jadi introvert dan nolep ga seburuk itu bro",0
"game doang, bkin gelisah bgt astagaaaa",0
itumah cuma hayalan si beni bisa ngalahin bandar,0
bang aku rewatch vid ini lagi tp ttep masih kerasa nyeseknya😢,0
P,1
"sedih+terharu endingnya hari-1,dari kecil gapernah rasain kumpul bareng keluarga ,hidup berdua mama sedikit iri sama orang lain yang selalu punya peran ayah,merasa kesepian karna gaada yang ngajak ngobrol dan ngedidik gabisa menyelesaikan masalah selalu kabur dari kenyataan,tapi tetep bersyukur karna mama masih ada dan kehidupan aku tercukupi😢😢😅",0
apakah ini terjadi pada keluarga ku :(,0
Fakk🙂,1
Wek kewek kewek kewek kewek kewek 🤣🤣🤣🤣🤣sakit perut gw,1
w a game,0
1:25:31 sudah kuduga😮,0
"10/10 buat ini game, semuanya dapet,sedihnya,keselnya,wkwkw,seru seru",1
Waduh Bikin SAD,0
W game🔥🔥🔥🔥🔥,1
inget mamah sama ade. gua janji kalo udah berpenghasilan bakal bahagiain mamah sama dede. doain gua ya guys ❤,0
Aku yang awalnya kayak biasa biasa aja sekarang jadi mau nangiss sampe mau keluar air mataku😭😭😭,0
"gua udah bisa berhenti total judi bang, karena ya tuhan nyuruh gua berhenti judi, hal hal kecil yang selalu tuhan kasih tau gua untuk selalu berenti judi, contoh ""eh gua ada duit nih enaknya buat apa yak"" disitu gua gak mikir lagi buat judi tapo mikirin kebutuhan gua yang utama, padahal gua dulu judi akut sumpah, entah pertolongan dari tuhan untuk nutupin pemikiran gua kek gitu atau gimana juga gua gak tau tapi yang pasti gua selalu berterima kasih kepada tuhan sih, setelah semua nya gua menahan diri untuk tidak berjudi, rejeki gua semakin di mudahkan dari tuhan, dan ya setelah nonton bang windah untuk main ini gua langsung flashback masa masa bodoh nya gua, to say thank you untuk bang windah untuk mengingat selalu untuk semua orang setiap menitnya untuk berhenti judi, gua harap lu semua bisa berhenti dari judi
aduh agak netes nih nulis komenya gua wkwkwk",1
